ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Recidivism_Within_3years
10685,M,BLACK,33-37,0,Some College,3+,Other,1-2 years,10+,6+,1,2,4,4,0,1,1,4+,0,2,2+,0,0,0,1
10686,M,BLACK,48 or older,0,< HS Diploma,0,Property,<1 year,10+,2,2,5+,0,3,0,0,3+,1,0,3+,0,0,0,0,0
10687,M,WHITE,33-37,0,< HS Diploma,3+,Property,3+ years,10+,4,1,4,3,1,0,0,1,2,0,1,1,0,0,0,1
10688,M,WHITE,23-27,0,High School Diploma,0,Unknown,1-2 years,7,1,0,4,0,1,0,0,0,2,1,2,0,0,0,0,1
10689,M,WHITE,38-42,0,High School Diploma,3+,Violent/Non-Sex,1-2 years,6,3,1,4,0,1,0,0,3+,0,1,2,0,0,0,0,0
10690,M,BLACK,48 or older,0,< HS Diploma,2,Other,<1 year,4,4,0,1,3,5+,0,0,1,0,0,0,1,0,0,0,1
10691,M,BLACK,18-22,0,High School Diploma,1,Other,<1 year,7,0,0,2,2,4,1,1,2,0,0,1,1,0,0,0,1
10692,M,BLACK,23-27,0,High School Diploma,0,Unknown,<1 year,8,6+,1,0,5+,1,1,1,1,2,0,0,2+,1,0,1,1
10693,M,WHITE,23-27,0,High School Diploma,0,Other,<1 year,10+,3,1,2,0,5+,1,0,1,2,1,1,0,0,1,0,1
10694,F,WHITE,43-47,0,Some College,3+,Property,<1 year,10+,4,0,5+,3,3,0,0,3+,1,0,3+,2+,0,0,0,0
10695,M,BLACK,23-27,0,High School Diploma,0,Unknown,1-2 years,6,3,0,2,3,4,0,0,1,1,0,1,2+,1,0,0,1
10696,M,BLACK,28-32,0,High School Diploma,0,Other,1-2 years,4,4,0,1,0,2,0,0,2,3,0,1,0,1,0,0,1
10697,M,BLACK,23-27,1,Some College,3+,Violent/Non-Sex,1-2 years,6,0,3+,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10699,M,BLACK,38-42,1,Some College,3+,Property,<1 year,10+,4,1,5+,5+,5+,0,1,3+,0,0,3+,2+,0,0,1,1
10700,M,BLACK,23-27,1,< HS Diploma,2,Property,1-2 years,8,6+,2,3,3,1,0,0,2,4+,0,0,2+,0,1,0,1
10701,M,BLACK,28-32,0,Some College,0,Unknown,<1 year,8,5,0,5+,3,1,0,1,2,1,0,3+,1,0,0,1,1
10702,M,BLACK,28-32,0,Some College,3+,Drug,<1 year,6,6+,3+,2,2,1,0,0,3+,4+,1,1,1,0,0,0,1
10703,M,BLACK,18-22,1,< HS Diploma,0,Unknown,3+ years,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10705,M,BLACK,23-27,0,< HS Diploma,1,Violent/Non-Sex,3+ years,3,2,2,1,0,1,0,0,2,0,1,0,0,0,0,0,1
10706,M,WHITE,48 or older,0,High School Diploma,3+,Property,1-2 years,10+,6+,2,5+,0,5+,1,0,3+,4+,0,3+,0,1,0,0,1
10707,M,WHITE,23-27,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,4,0,1,2,0,2,1,0,1,1,1,0,0,0,1,0,1
10708,M,BLACK,43-47,0,High School Diploma,2,Drug,<1 year,3,4,1,0,2,2,1,0,2,1,0,0,2+,0,0,0,1
10709,M,BLACK,23-27,1,< HS Diploma,1,Drug,3+ years,5,2,1,1,4,1,0,0,1,1,0,0,2+,0,0,0,0
10710,M,BLACK,28-32,0,High School Diploma,3+,Unknown,3+ years,7,0,0,2,4,3,0,0,2,0,0,2,1,0,0,0,1
10711,M,BLACK,28-32,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,2,4,3+,0,0,0,1,0,0,3,1,0,0,0,1,0,0
10712,M,WHITE,33-37,0,Some College,3+,Property,<1 year,10+,5,0,5+,5+,3,0,0,3+,0,0,3+,2+,0,0,0,1
10713,M,BLACK,48 or older,0,High School Diploma,3+,Property,3+ years,10+,5,2,5+,3,5+,1,0,3+,1,0,3+,0,1,0,0,0
10714,M,BLACK,48 or older,0,< HS Diploma,3+,Drug,3+ years,10+,6+,0,2,5+,5+,0,1,3+,4+,0,0,2+,1,0,1,1
10715,M,WHITE,48 or older,0,Some College,3+,Other,3+ years,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
10716,M,BLACK,23-27,0,< HS Diploma,0,Property,3+ years,4,1,0,4,0,0,0,1,2,2,0,2,0,0,0,0,1
10717,M,BLACK,23-27,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,8,2,1,2,4,2,0,1,2,3,0,0,2+,1,0,1,1
10718,M,BLACK,33-37,0,High School Diploma,3+,Property,3+ years,7,6+,1,5+,0,5+,0,0,1,2,0,1,0,0,0,0,0
10719,M,WHITE,23-27,0,High School Diploma,1,Property,3+ years,10+,5,0,5+,1,5+,0,0,1,2,0,1,1,0,0,0,1
10720,M,BLACK,23-27,1,High School Diploma,2,Violent/Non-Sex,3+ years,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
10721,M,BLACK,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,4,2,3+,1,0,2,1,0,0,2,1,0,0,0,0,0,0
10722,M,WHITE,33-37,0,< HS Diploma,2,Unknown,1-2 years,7,6+,3+,3,3,3,1,1,1,4+,1,0,0,1,0,0,0
10723,F,WHITE,28-32,0,Some College,0,Drug,3+ years,5,2,0,3,3,1,0,1,0,1,0,0,1,0,0,0,0
10724,M,WHITE,33-37,0,High School Diploma,1,Violent/Sex,1-2 years,7,2,0,2,1,3,0,0,2,0,0,1,1,0,0,0,1
10725,M,BLACK,48 or older,0,High School Diploma,3+,Property,<1 year,5,3,0,0,1,5+,0,0,3+,0,0,0,1,1,0,0,0
10726,M,WHITE,23-27,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,10+,6+,3+,2,2,5+,0,0,3+,3,1,1,1,1,0,0,1
10727,M,WHITE,38-42,0,Some College,0,Drug,1-2 years,4,6+,3+,2,2,5+,1,0,2,4+,0,0,2+,1,0,0,0
10728,F,BLACK,38-42,0,Some College,3+,Property,3+ years,10+,2,0,5+,0,5+,0,0,2,0,0,3+,0,0,0,0,1
10729,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10730,M,BLACK,33-37,0,Some College,2,Drug,<1 year,6,6+,0,1,4,5+,1,0,1,3,0,0,2+,1,0,0,1
10731,M,BLACK,23-27,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,5,0,1,2,2,0,0,1,1,2,1,1,2+,0,0,1,1
10732,M,BLACK,23-27,1,< HS Diploma,0,Unknown,3+ years,1,2,1,0,1,1,0,1,0,3,1,0,1,1,0,1,1
10733,M,BLACK,48 or older,0,< HS Diploma,2,Drug,3+ years,6,1,0,2,4,0,0,1,1,3,0,0,1,0,0,0,0
10734,F,WHITE,38-42,0,< HS Diploma,3+,Property,<1 year,10+,6+,0,5+,1,4,0,0,3+,4+,0,3+,1,1,0,0,1
10735,M,BLACK,28-32,0,High School Diploma,0,Property,3+ years,9,6+,1,5+,1,3,0,0,2,4+,0,3+,1,1,0,0,0
10736,M,WHITE,43-47,0,High School Diploma,1,Drug,1-2 years,10+,6+,0,5+,5+,4,0,0,3+,4+,0,3+,1,1,0,0,0
10737,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,5,1,1,1,0,3,0,0,1,0,1,0,0,1,1,0,1
10738,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,2,5+,4,5+,0,0,3+,3,0,3+,2+,1,0,0,1
10739,M,WHITE,38-42,0,High School Diploma,3+,Other,3+ years,10+,2,2,5+,3,1,0,0,3+,0,0,3+,2+,0,0,0,1
10740,M,BLACK,23-27,0,High School Diploma,1,Property,<1 year,6,5,1,5+,0,1,0,0,0,1,0,1,0,0,0,0,1
10741,M,BLACK,28-32,1,< HS Diploma,2,Violent/Non-Sex,1-2 years,6,1,3+,1,1,1,0,1,0,1,1,1,0,0,0,1,1
10742,M,BLACK,23-27,1,High School Diploma,3+,Other,1-2 years,3,4,0,3,1,5+,0,0,0,3,0,2,1,1,0,1,1
10743,M,WHITE,23-27,0,High School Diploma,3+,Property,1-2 years,6,3,0,5+,2,2,0,0,3+,0,0,3+,0,0,0,0,1
10744,M,BLACK,48 or older,0,High School Diploma,3+,Property,<1 year,10+,2,2,5+,0,5+,0,0,3+,4+,1,3+,0,1,0,0,1
10746,M,WHITE,28-32,0,High School Diploma,0,Violent/Non-Sex,3+ years,8,6+,0,5+,2,5+,0,1,1,4+,1,1,2+,1,0,1,1
10747,F,BLACK,23-27,0,High School Diploma,0,Property,1-2 years,6,0,0,4,0,2,0,0,2,0,0,3+,0,0,0,0,0
10748,M,BLACK,43-47,0,Some College,3+,Violent/Non-Sex,3+ years,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10749,M,BLACK,28-32,0,< HS Diploma,1,Violent/Non-Sex,3+ years,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10750,M,BLACK,18-22,0,< HS Diploma,1,Property,3+ years,6,1,3+,1,0,3,1,0,2,0,0,2,0,0,0,0,0
10751,M,WHITE,38-42,1,High School Diploma,1,Other,3+ years,10+,6+,1,3,3,5+,0,1,3+,4+,1,3+,1,1,0,1,1
10752,M,WHITE,38-42,0,High School Diploma,2,Property,1-2 years,4,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
10753,M,BLACK,33-37,1,< HS Diploma,0,Other,3+ years,5,6+,1,0,0,5+,0,0,3+,4+,1,0,0,1,0,0,1
10754,M,WHITE,23-27,0,< HS Diploma,0,Other,<1 year,9,3,0,3,1,5+,0,0,1,2,0,3+,2+,0,0,0,1
10755,M,WHITE,33-37,0,High School Diploma,1,Unknown,<1 year,5,6+,0,1,3,5+,0,0,2,3,0,1,2+,1,0,0,1
10756,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,10+,1,3+,4,1,3,0,0,3+,0,1,2,1,0,0,0,1
10757,M,BLACK,28-32,1,High School Diploma,1,Drug,<1 year,5,5,0,1,5+,1,0,0,0,2,0,0,2+,0,0,0,1
10758,M,BLACK,48 or older,0,< HS Diploma,1,Violent/Non-Sex,3+ years,7,5,2,5+,0,1,0,1,2,2,1,1,0,0,0,0,1
10759,M,WHITE,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,8,5,3+,2,0,5+,0,0,3+,3,1,1,0,0,0,0,1
10760,M,WHITE,38-42,0,< HS Diploma,3+,Property,1-2 years,6,6+,1,3,0,5+,1,0,0,3,0,0,1,1,0,0,1
10761,M,BLACK,48 or older,0,< HS Diploma,2,Violent/Non-Sex,1-2 years,6,3,2,1,3,3,0,0,2,0,1,1,1,0,0,0,0
10762,M,WHITE,33-37,0,Some College,2,Property,<1 year,5,6+,1,5+,1,2,1,0,2,4+,1,3+,1,0,1,0,1
10763,F,WHITE,48 or older,0,< HS Diploma,3+,Drug,1-2 years,10+,6+,0,5+,5+,2,0,0,3+,1,0,3+,2+,1,0,0,0
10764,M,BLACK,33-37,0,High School Diploma,1,Drug,1-2 years,6,2,1,2,3,2,0,0,3+,2,0,2,1,1,0,0,1
10765,F,BLACK,43-47,0,Some College,2,Property,1-2 years,6,3,1,5+,0,1,0,1,2,1,0,2,0,0,0,0,1
10766,M,BLACK,23-27,0,< HS Diploma,0,Property,3+ years,5,6+,2,3,0,4,0,0,0,1,0,3+,0,0,0,0,1
10767,M,BLACK,28-32,1,High School Diploma,3+,Drug,1-2 years,5,1,0,2,1,3,0,1,0,3,0,0,2+,1,0,0,0
10768,M,BLACK,23-27,0,< HS Diploma,2,Unknown,<1 year,5,6+,1,1,4,4,0,0,0,4+,1,1,1,1,0,0,1
10769,F,WHITE,43-47,0,High School Diploma,3+,Property,1-2 years,10+,6+,0,5+,1,3,0,0,3+,4+,0,3+,1,1,0,0,0
10770,M,WHITE,28-32,0,Some College,3+,Property,<1 year,5,3,0,2,3,2,0,0,1,0,0,1,0,1,0,0,0
10771,M,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,<1 year,2,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
10772,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
10773,M,WHITE,48 or older,0,High School Diploma,0,Drug,<1 year,3,6+,2,1,1,2,0,0,0,4+,1,0,0,0,0,0,1
10774,M,WHITE,23-27,0,High School Diploma,1,Unknown,1-2 years,9,6+,0,2,1,5+,0,0,0,4+,0,2,1,1,0,0,1
10776,M,WHITE,48 or older,0,Some College,1,Violent/Non-Sex,1-2 years,6,2,3+,0,0,4,0,0,1,2,1,0,0,0,0,0,0
10777,M,BLACK,23-27,0,High School Diploma,2,Property,1-2 years,9,1,0,4,0,5+,0,0,2,1,0,0,0,1,0,0,1
10778,F,WHITE,43-47,0,High School Diploma,0,Unknown,3+ years,6,0,0,0,4,1,0,0,2,0,0,0,2+,0,0,0,0
10779,M,BLACK,48 or older,0,High School Diploma,0,Violent/Non-Sex,3+ years,5,4,2,0,4,1,0,0,3+,0,1,0,2+,1,0,0,0
10780,M,BLACK,28-32,0,< HS Diploma,2,Drug,1-2 years,5,3,0,0,4,4,0,0,1,2,0,0,2+,0,0,0,1
10781,M,WHITE,23-27,0,High School Diploma,0,Property,3+ years,3,2,1,2,0,2,0,0,1,2,0,2,0,1,0,0,0
10782,M,BLACK,18-22,0,High School Diploma,0,Property,3+ years,6,0,0,4,0,1,0,0,3+,0,0,2,0,0,0,0,1
10783,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,5,1,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
10784,M,BLACK,23-27,0,High School Diploma,0,Property,1-2 years,10+,6+,2,4,3,5+,0,0,2,2,1,2,2+,0,0,0,1
10785,M,WHITE,38-42,1,High School Diploma,1,Property,3+ years,7,3,2,1,3,2,0,0,3+,1,1,1,1,0,0,0,1
10786,M,BLACK,23-27,0,High School Diploma,0,Unknown,<1 year,9,2,3+,4,1,2,1,0,2,1,1,2,1,0,1,0,0
10787,F,WHITE,28-32,0,Some College,1,Unknown,3+ years,3,0,0,0,3,2,0,0,2,0,0,0,2+,0,0,0,1
10788,M,BLACK,23-27,1,< HS Diploma,1,Violent/Non-Sex,3+ years,4,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0
10789,M,BLACK,23-27,0,High School Diploma,1,Violent/Non-Sex,3+ years,3,1,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0
10790,M,BLACK,48 or older,0,< HS Diploma,1,Drug,1-2 years,10+,6+,2,4,4,5+,1,0,3+,4+,1,2,2+,1,0,0,1
10791,F,BLACK,28-32,0,Some College,0,Property,3+ years,10+,5,1,5+,0,5+,1,0,3+,0,0,3+,0,0,1,0,1
10792,M,BLACK,33-37,0,High School Diploma,1,Violent/Non-Sex,3+ years,4,0,2,1,1,1,0,0,0,1,1,0,0,1,0,0,1
10793,M,BLACK,23-27,0,High School Diploma,2,Property,3+ years,1,6+,3+,2,0,1,1,0,0,4+,1,0,0,0,1,0,1
10794,M,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,1-2 years,10+,6+,3+,3,1,5+,1,0,1,3,1,1,0,1,0,0,1
10795,M,WHITE,43-47,0,< HS Diploma,0,Property,3+ years,5,3,0,1,5+,1,0,0,2,0,0,0,1,0,0,0,1
10796,M,BLACK,33-37,0,High School Diploma,3+,Drug,<1 year,4,6+,1,2,1,5+,0,0,1,4+,1,1,1,1,1,0,1
10797,M,BLACK,23-27,0,< HS Diploma,0,Property,1-2 years,3,3,0,2,1,1,0,0,1,3,0,1,1,1,0,0,1
10798,M,BLACK,38-42,0,High School Diploma,2,Other,<1 year,10+,6+,3+,2,5+,5+,1,1,3+,4+,1,0,2+,1,0,0,1
10799,M,WHITE,23-27,0,High School Diploma,1,Property,<1 year,7,2,0,2,5+,2,0,0,0,0,0,2,0,0,0,0,1
10800,F,BLACK,48 or older,0,Some College,0,Drug,<1 year,6,6+,1,2,3,4,1,0,1,4+,0,1,2+,1,0,0,0
10802,M,WHITE,23-27,0,High School Diploma,2,Property,1-2 years,4,1,0,4,0,1,0,0,1,0,0,3+,0,0,0,0,1
10803,M,WHITE,23-27,0,High School Diploma,0,Property,3+ years,9,6+,1,5+,0,5+,0,0,1,4+,1,3+,0,0,0,0,1
10804,F,BLACK,28-32,0,< HS Diploma,3+,Property,3+ years,5,2,2,2,0,3,0,0,2,2,1,1,2+,0,0,0,0
10805,M,WHITE,33-37,0,Some College,1,Violent/Non-Sex,3+ years,10+,5,3+,5+,2,1,0,0,2,2,1,2,1,1,0,0,0
10806,M,BLACK,23-27,0,< HS Diploma,1,Other,<1 year,8,6+,2,5+,3,4,1,1,3+,3,0,3+,2+,0,0,0,1
10807,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,3,5+,0,0,3+,2,0,3+,1,1,0,0,0
10808,M,WHITE,33-37,0,< HS Diploma,2,Unknown,<1 year,9,5,1,1,5+,4,0,0,0,1,0,0,1,0,0,0,1
10809,F,BLACK,43-47,0,Some College,1,Property,<1 year,10+,3,0,5+,0,5+,0,0,1,2,0,3+,0,0,0,0,0
10810,M,BLACK,28-32,0,High School Diploma,0,Other,<1 year,10+,3,2,1,5+,5+,1,1,2,3,1,0,2+,0,0,1,1
10811,F,WHITE,33-37,0,< HS Diploma,3+,Other,<1 year,5,3,2,3,0,2,1,0,1,1,0,0,0,0,0,0,1
10812,M,BLACK,43-47,0,Some College,3+,Drug,<1 year,10+,6+,0,1,3,5+,0,0,0,3,0,0,2+,0,0,0,1
10813,M,BLACK,23-27,1,< HS Diploma,1,Unknown,3+ years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10814,M,WHITE,23-27,0,Some College,0,Drug,1-2 years,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
10815,M,BLACK,33-37,0,< HS Diploma,3+,Other,3+ years,7,6+,2,1,5+,3,0,1,3+,4+,1,1,2+,1,0,1,0
10816,M,BLACK,23-27,1,< HS Diploma,0,Property,3+ years,4,3,2,3,0,2,0,0,0,2,1,0,0,0,0,0,0
10817,M,BLACK,23-27,0,High School Diploma,1,Drug,1-2 years,6,1,1,1,4,2,0,0,0,2,1,1,1,0,0,0,0
10818,M,BLACK,48 or older,0,Some College,3+,Drug,3+ years,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10819,M,WHITE,23-27,0,< HS Diploma,0,Property,1-2 years,5,4,0,1,1,5+,0,0,2,4+,0,1,2+,1,0,0,1
10820,M,BLACK,48 or older,0,High School Diploma,1,Property,1-2 years,10+,2,2,5+,1,2,0,1,3+,0,1,3+,1,0,0,0,0
10821,F,WHITE,33-37,0,Some College,2,Property,3+ years,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
10822,M,BLACK,48 or older,0,< HS Diploma,2,Drug,3+ years,3,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1
10823,M,BLACK,23-27,1,< HS Diploma,2,Property,1-2 years,7,1,2,1,3,3,0,0,0,0,0,1,1,0,0,0,1
10824,M,BLACK,28-32,1,High School Diploma,0,Unknown,1-2 years,4,2,0,1,2,2,0,1,1,0,0,0,1,0,0,1,1
10825,M,BLACK,23-27,1,< HS Diploma,1,Violent/Non-Sex,3+ years,5,1,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0
10827,M,BLACK,33-37,0,< HS Diploma,1,Other,1-2 years,6,6+,2,2,2,5+,0,1,1,3,1,0,1,1,0,1,1
10828,M,WHITE,28-32,0,< HS Diploma,2,Property,3+ years,3,4,1,1,2,0,1,1,1,1,0,1,1,0,0,0,0
10829,M,WHITE,23-27,0,Some College,0,Property,3+ years,4,0,0,1,1,1,0,0,2,0,0,1,1,0,0,0,1
10830,M,BLACK,23-27,0,High School Diploma,0,Property,3+ years,3,2,0,3,1,1,0,0,0,0,0,2,0,1,0,0,1
10831,F,WHITE,33-37,0,< HS Diploma,3+,Unknown,1-2 years,3,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0
10832,F,WHITE,38-42,0,< HS Diploma,0,Property,<1 year,10+,6+,1,5+,2,5+,0,0,1,4+,1,2,0,1,0,0,0
10833,M,BLACK,23-27,0,< HS Diploma,1,Other,<1 year,6,1,0,0,1,3,0,1,2,0,0,0,1,0,0,1,1
10834,M,BLACK,28-32,0,< HS Diploma,0,Property,1-2 years,4,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1
10835,M,WHITE,28-32,0,< HS Diploma,1,Drug,1-2 years,8,6+,2,3,4,3,1,0,2,4+,0,3+,2+,0,0,0,1
10836,M,BLACK,33-37,0,High School Diploma,2,Property,<1 year,10+,2,3+,5+,0,4,0,0,2,2,1,1,0,1,0,0,1
10837,F,WHITE,38-42,0,< HS Diploma,3+,Drug,<1 year,8,1,1,2,2,1,1,0,2,0,0,1,1,0,0,0,1
10838,M,WHITE,23-27,0,High School Diploma,1,Property,3+ years,3,1,0,4,0,0,0,0,2,0,0,2,0,0,0,0,1
10839,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,10+,6+,3+,5+,5+,5+,0,0,3+,4+,1,3+,1,1,0,0,1
10840,M,WHITE,33-37,0,High School Diploma,0,Drug,1-2 years,10+,6+,1,4,3,5+,0,0,3+,4+,0,3+,1,1,0,0,1
10841,M,WHITE,23-27,0,High School Diploma,0,Unknown,3+ years,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
10842,M,WHITE,33-37,0,< HS Diploma,1,Property,<1 year,9,6+,3+,5+,1,5+,1,0,1,4+,1,3+,0,1,1,0,0
10843,M,WHITE,28-32,0,High School Diploma,1,Violent/Non-Sex,<1 year,7,6+,1,1,3,5+,1,0,1,2,1,0,0,0,1,0,1
10844,M,WHITE,48 or older,0,< HS Diploma,3+,Property,<1 year,7,6+,0,0,3,5+,0,1,3+,3,0,0,2+,0,0,0,0
10845,M,BLACK,28-32,0,High School Diploma,3+,Property,<1 year,9,3,1,1,5+,5+,1,0,3+,3,1,0,2+,1,0,0,1
10846,M,BLACK,43-47,0,High School Diploma,1,Property,1-2 years,10+,6+,3+,5+,2,4,0,1,3+,3,1,3+,1,1,0,0,1
10847,M,BLACK,28-32,1,Some College,3+,Property,3+ years,1,3,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0
10848,M,BLACK,33-37,0,Some College,0,Violent/Non-Sex,3+ years,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
10849,M,BLACK,43-47,0,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,0,1,0,4,3,0,0,3+,1,1,0,2+,1,0,1,0
10850,M,WHITE,38-42,0,Some College,3+,Violent/Non-Sex,3+ years,4,5,3+,0,2,1,1,1,1,0,1,0,1,0,1,0,0
10851,M,BLACK,23-27,0,< HS Diploma,0,Unknown,3+ years,4,2,1,1,2,3,0,1,0,1,0,0,0,1,0,0,1
10852,M,BLACK,18-22,0,< HS Diploma,0,Property,3+ years,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1
10853,M,WHITE,38-42,0,High School Diploma,2,Property,1-2 years,10+,6+,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,1
10854,M,BLACK,28-32,0,High School Diploma,3+,Drug,<1 year,9,6+,0,0,5+,4,0,0,1,1,0,0,2+,1,0,0,1
10855,M,BLACK,48 or older,0,High School Diploma,2,Violent/Sex,3+ years,3,6+,0,4,0,3,0,0,0,4+,0,2,0,0,0,0,0
10856,M,WHITE,43-47,0,High School Diploma,0,Property,<1 year,9,0,0,5+,1,3,0,0,2,0,0,2,1,0,0,0,1
10857,M,BLACK,43-47,0,< HS Diploma,1,Property,3+ years,10+,3,0,5+,4,3,0,1,3+,2,0,3+,0,0,0,0,1
10858,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1
10859,M,BLACK,33-37,0,High School Diploma,1,Unknown,<1 year,9,5,0,5+,3,3,0,1,3+,4+,0,3+,1,0,0,0,0
10860,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,4,2,5+,0,5+,1,0,1,4+,1,2,0,1,0,0,1
10861,M,BLACK,23-27,0,High School Diploma,0,Property,1-2 years,5,2,0,5+,0,0,0,0,2,3,0,3+,0,0,0,0,1
10862,M,BLACK,28-32,1,< HS Diploma,3+,Unknown,3+ years,5,6+,0,0,4,3,0,1,3+,4+,0,0,2+,1,0,0,1
10863,M,BLACK,33-37,0,High School Diploma,0,Property,1-2 years,10+,3,0,5+,4,1,0,1,3+,1,0,3+,1,1,0,0,1
10864,M,WHITE,33-37,0,High School Diploma,3+,Violent/Non-Sex,<1 year,8,6+,3+,0,5+,4,1,0,3+,4+,1,0,2+,1,1,0,0
10865,F,BLACK,38-42,0,Some College,0,Violent/Non-Sex,1-2 years,10+,6+,3+,5+,0,5+,0,0,2,4+,1,1,0,1,0,0,1
10866,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,5,4,2,2,1,0,1,1,1,2,1,0,1,0,0,1,1
10867,M,BLACK,28-32,0,< HS Diploma,0,Property,1-2 years,10+,2,2,5+,0,5+,0,0,3+,2,0,3+,0,1,0,0,1
10868,M,WHITE,28-32,0,< HS Diploma,1,Property,1-2 years,6,1,3+,1,0,3,1,1,2,2,1,0,0,1,0,1,1
10869,M,WHITE,28-32,0,High School Diploma,2,Drug,<1 year,6,5,1,2,4,5+,0,0,2,0,0,0,2+,0,0,0,1
10870,F,BLACK,28-32,0,< HS Diploma,3+,Property,1-2 years,7,6+,0,5+,0,5+,0,0,1,1,0,3+,0,0,0,0,1
10871,F,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10872,M,WHITE,23-27,1,High School Diploma,3+,Violent/Non-Sex,<1 year,5,4,3+,0,1,3,0,1,0,4+,1,0,0,0,0,0,1
10873,M,BLACK,28-32,0,< HS Diploma,3+,Unknown,<1 year,9,3,1,1,4,5+,0,0,3+,2,1,1,1,1,0,0,0
10874,M,BLACK,23-27,1,< HS Diploma,3+,Drug,3+ years,6,5,2,0,3,5+,0,0,1,4+,1,0,2+,1,0,0,1
10875,M,BLACK,23-27,1,High School Diploma,0,Violent/Non-Sex,3+ years,7,3,0,3,5+,1,0,1,1,2,0,2,0,0,0,0,1
10876,M,WHITE,23-27,1,High School Diploma,0,Other,3+ years,3,4,0,3,1,3,0,0,0,1,0,2,0,0,0,0,1
10877,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,4,1,2,0,2,0,1,0,1,0,0,1,1,0,1,0,1
10878,F,WHITE,28-32,0,High School Diploma,2,Drug,3+ years,6,1,0,2,4,3,0,0,1,0,0,1,2+,0,0,0,0
